"ISO","Language","Family","Area","H","H_unigram","L2prop","MC","NumChap","Population","Rangesize","vehicularity"
"mah","Marshallese","Austronesian","Oceania",1.54803395271301,8.04894638061523,,1,1,43900,211.0906662,1
"mai","Maithili","Indo-European","Indic",1.76287817955017,9.11264419555664,0.005720991641283,0.454545468091965,11,34700000,21747.81713,1
"maj","Jalapa de Díaz Mazatec","Otomanguean",,1.34347474575043,8.68199634552002,0,,,24200,192.877591,0
"mak","Makasar","Austronesian","Oceania",1.42125713825226,9.57949733734131,0.158102765679359,1,1,1600000,4630.520108,0
"mal","Malayalam","Dravidian","Indic",1.56505501270294,11.2844657897949,,0.574999988079071,10,35400313,33462.16139,1
"mam","Northern Mam","Mayan","Mesoamerica",1.52351748943329,9.36736106872559,0,,,201000,2548.735883,0
"maq","Chiquihuitlán Mazatec","Otomanguean","Mesoamerica",1.27540230751038,7.56987810134888,0,0.666666686534882,3,2500,44.7086561,0
"mar","Marathi","Indo-European","Indic",1.79248237609863,10.3816614151001,0.040119953453541,0.560416638851166,12,68000000,208530.9996,1
"mas","Maasai","Nilo-Saharan","S-Africa",,,0,0.589285731315613,12,1045000,93451.71144,0
"mau","Huautla Mazatec","Otomanguean","E-North-America",1.19337427616119,8.23941993713379,0,0.800000011920929,5,82200,516.1881411,0
"mav","Sateré-Mawé","Tupian",,1.4009085893631,8.56690120697022,0,,,7130,11629.24926,0
"maw","Mampruli","Niger-Congo","African-Savannah",1.55091488361359,7.8621096611023,,,,220000,5513.935343,1
"maz","Mazahua Central","Otomanguean","Mesoamerica",1.4011195898056,7.97492790222168,0,,,350000,1977.365153,0
"mbb","Western Bukidnon Manobo","Austronesian","Oceania",1.29756510257721,7.70903873443604,0,0.375,8,19000,1345.405332,0
"mbc","Macushi","Cariban","NE-South-America",1.29041397571564,9.01943111419678,0,0.601960778236389,17,29100,15355.98987,0
"mbf","Baba Malay","Creole",,1.42471027374268,8.14044570922852,0,,,15000,81.54416423,0
"mbh","Mangseng","Austronesian",,1.30387556552887,7.40803384780884,0,,,2500,1139.265959,0
"mbj","Nadëb","Puinavean","NE-South-America",1.27152383327484,7.92891359329224,0,0.333333343267441,2,300,4132.012809,0
"mbl","Maxakalí","Maxakalian","SE-South-America",1.22842729091644,8.10727691650391,0,1,1,800,3450.496088,0
"mbp","Malayo","Chibchan","NE-South-America",,,0,0.25,2,1920,859.5845174,0
"mbq","Maisin","Austronesian","S-New-Guinea",,,0,0.75,8,2610,487.9967328,0
"mbs","Sarangani Manobo","Austronesian",,1.23238027095795,,0,,,58000,1672.453153,0
"mbt","Matigsalug Manobo","Austronesian","Oceania",1.33554911613464,7.73191833496094,0,,,30000,1526.436211,0
"mca","Maca","Matacoan","SE-South-America",1.39945733547211,8.63588333129883,0,,,1500,940.6340714,0
"mcb","Machiguenga","Maipurean","NE-South-America",1.25297820568085,10.8435468673706,0,0.333333343267441,3,10100,23915.79169,0
"mcd","Sharanahua","Panoan","NE-South-America",1.40857267379761,9.93578910827637,0,1,3,453,6480.032291,0
"mcf","Matsés","Panoan","NE-South-America",1.291619181633,10.1628484725952,0,0.333333343267441,1,2200,4316.624141,0
"mch","Maquiritari","Cariban","NE-South-America",,,0,0.857142865657806,7,5950,52571.08329,0
"mck","Mbunda","Niger-Congo",,1.37475717067719,9.64938545227051,0,,,291000,34672.47733,0
"mcn","Masana","Afro-Asiatic","African-Savannah",1.63754868507385,8.90781307220459,0,0.400000005960465,5,233000,8911.892545,0
"mco","Coatlán Mixe","Mixe-Zoquean","Mesoamerica",1.51235401630402,8.81877517700195,0,0.400000005960465,5,5000,399.5678254,0
"mcp","Makaa","Niger-Congo","African-Savannah",1.62308526039124,,0,,,80000,8296.936636,0
"mcq","Ese","Trans-New-Guinea","S-New-Guinea",1.52195370197296,9.87277412414551,0,,,10000,845.8643534,0
"mcr","Menya","Trans-New-Guinea","Interior-New-Guinea",,,0,1,1,20000,670.4402437,0
"mcs","Mambai","Niger-Congo","African-Savannah",,,0,1,3,10000,314.3942002,0
"mcu","Cameroon Mambila","Niger-Congo",,1.62136828899384,7.95441484451294,0,,,30000,1189.86636,0
"mda","Mada","Niger-Congo","African-Savannah",1.42538499832153,7.50664377212524,0,,,100000,764.8508395,0
"mdd","Mbum","Niger-Congo","African-Savannah",,,0,0,6,51100,13907.87505,0
"mde","Maba","Nilo-Saharan","African-Savannah",,,,0.6640625,16,296000,25219.29015,1
"mdi","Mamvu","Nilo-Saharan","S-Africa",,,0,0.800000011920929,5,60000,9077.096719,0
"mdj","Mangbetu","Nilo-Saharan","S-Africa",,,0,0.625,8,620000,29679.09246,0
"mdm","Mayogo","Niger-Congo","African-Savannah",,,0,0.400000005960465,5,100000,2983.140043,0
"mdq","Mbole","Niger-Congo","S-Africa",,,0,1,3,100000,20137.95456,0
"mdw","Mbosi","Niger-Congo","African-Savannah",,,0,0,1,108000,6780.518836,0
"mdx","Dizi","Afro-Asiatic","Greater-Abyssinia",,,0.057023644447327,0.641666650772095,4,21100,2109.10489,0
"mdy","Male","Afro-Asiatic","Greater-Abyssinia",2.28395891189575,10.5953884124756,0.066351175308228,1,1,53800,1234.616085,0
"mec","Mara","Australian","N-Australia",,,0,0.636363625526428,11,15,2711.767802,0
"med","Melpa","Trans-New-Guinea","Interior-New-Guinea",1.30365085601807,8.00322437286377,0,,,130000,2178.479618,0
"mee","Mengen","Austronesian",,1.18622970581055,7.85678815841675,0,,,8400,2774.242429,0
"mei","Midob","Nilo-Saharan","African-Savannah",,,0,0.666666686534882,1,50000,1512.625239,0
"mej","Meyah","East-Bird’s-Head-Sentani","N-Coast-New-Guinea",1.15171349048615,7.726891040802,0,0.5,10,14800,6645.248249,0
"mek","Mekeo","Austronesian","S-New-Guinea",1.36641585826874,8.88632488250732,0,1,2,19000,3166.543246,0
"men","Mende","Niger-Congo","African-Savannah",1.60272872447968,8.46029853820801,,0.439393937587738,11,1499700,28813.78323,1
"mep","Miriwung","Australian","N-Australia",,,0,0.666666686534882,3,110,17789.78193,0
"meq","Merey","Afro-Asiatic",,1.2878782749176,7.53076124191284,0,,,10000,47.2227639,0
"meu","Motu","Austronesian","S-New-Guinea",1.4602175951004,8.53293228149414,0,0.295454531908035,11,39000,65.62776575,0
"mev","Mann","Niger-Congo","African-Savannah",,,0,0.224999994039536,10,259000,6774.808496,0
"mez","Menominee","Algic","E-North-America",,,0.416666656732559,0.888888895511627,9,39,489.8732751,0
"mfc","Mba","Niger-Congo","S-Africa",,,0,0.833333313465118,6,36100,7001.655974,0
"mfe","Morisyen","Creole","S-Africa",1.68110990524292,,0.14981272816658,,,800000,2012.56347,0
"mfh","Matal","Afro-Asiatic",,1.38433218002319,7.9163088798523,0,,,18000,98.74581073,0
"mfi","Wandala","Afro-Asiatic","African-Savannah",1.39009571075439,8.17966461181641,0,0.666666686534882,6,43500,1791.676265,0
"mfq","Moba","Niger-Congo",,1.60025930404663,7.68675231933594,0,,,190800,1861.058309,0
"mfr","Marithiel","Australian","N-Australia",,,0.769230782985687,0.5,3,25,544.8605213,0
"mfy","Mayo","Uto-Aztecan","Mesoamerica",1.66253983974457,10.0406122207642,0,,,40000,29739.70957,0
"mgd","Moru","Nilo-Saharan","African-Savannah",,,0,0.625,8,70000,6374.805367,0
"mge","Mango","Nilo-Saharan","African-Savannah",,,0,1,1,52200,2637.676606,0
"mgf","Maklew","South-Central-Papuan","S-New-Guinea",,,0,0.666666686534882,3,120,3015.025932,0
"mgh","Makhuwa-Meetto","Niger-Congo",,1.71354329586029,,0,,,1348000,65541.91471,0
"mgl","Maleu-Kilenge","Austronesian","N-Coast-New-Guinea",,,0,0.28571429848671,7,5200,820.2205607,0
"mgp","Eastern Magar","Sino-Tibetan","Indic",,,0,0.800000011920929,5,555000,5965.810924,0
"mgr","Mambwe-Lungu","Niger-Congo","S-Africa",,,0,1,3,674000,24814.62323,0
"mgu","Mailu","Trans-New-Guinea","S-New-Guinea",,,0,0.5,2,8500,577.8124192,0
"mgw","Matumbi","Niger-Congo","S-Africa",,,0,0.666666686534882,6,72000,5944.03124,0
"mhd","Mbugu","Mixed-language","S-Africa",,,0,1,1,7000,192.8609542,0
"mhi","Ma'di","Nilo-Saharan","S-Africa",1.64499700069428,8.31415367126465,0,0.25,11,314000,8670.78175,0
"mhj","Mogholi","Altaic","Inner-Asia",,,0,0.666666686534882,7,200,60.63534489,0
"mhk","Mungaka","Niger-Congo","African-Savannah",,,0,0.75,4,50100,410.1438694,0
"mhl","Mauwake","Trans-New-Guinea",,1.44427263736725,8.88483238220215,0,,,2390,206.4453707,0
"mhq","Mandan","Siouan-Catawban","Basin-and-Plains",,,0,1,11,6,144.530437,0
"mhr","Eastern Mari","Uralic","Inner-Asia",1.73603367805481,10.4988441467285,0,0.699999988079071,10,451000,29095.78646,0
"mhs","Buru","Austronesian","Oceania",,,0,0.5,1,33000,7555.75699,0
"mhu","Digaro-Mishmi","Sino-Tibetan","Indic",,,0,0.834821403026581,8,9470,1745.415273,0
"mhx","Maru","Sino-Tibetan","Southeast-Asia",1.30016136169434,8.43278312683106,0,0,6,103500,1204.8032,0
"mhy","Ma'anyan","Austronesian","Southeast-Asia",1.44845163822174,8.54249572753906,0,,,150000,3915.159667,0
"mhz","Mor","Austronesian","N-Coast-New-Guinea",,,0,1,2,700,246.7587921,0
"mib","Atatláhuca Mixtec","Otomanguean","Mesoamerica",1.38600730895996,7.78686618804932,0,,,8300,107.2275944,0
"mic","Micmac","Algic","E-North-America",1.57102990150452,,0,,,9290,2217.499463,0
"mie","Ocotepec Mixtec","Otomanguean","Mesoamerica",1.33294880390167,7.392014503479,0,0.142857149243355,7,6500,304.6471285,0
"mif","Mofu-Gudur","Afro-Asiatic","African-Savannah",1.29778432846069,7.58318614959717,0,0,3,60000,245.5829781,0
"mig","San Miguel el Grande Mixtec","Otomanguean","Mesoamerica",1.31393814086914,8.92734146118164,0,0.428342491388321,26,14500,254.8929216,0
"mih","Chayuco Mixtec","Otomanguean","Mesoamerica",1.26070737838745,6.89364242553711,0,,,30000,164.8466491,0
"mik","Mikasuki","Muskogean","E-North-America",,,0,1,9,400,450.9054359,0
"mil","Peñoles Mixtec","Otomanguean","Mesoamerica",1.14958941936493,8.94328022003174,0,0.333333343267441,9,13400,183.7125711,0
"mim","Alacatlatzala Mixtec","Otomanguean","Mesoamerica",,,0,1,1,22200,318.4414945,0
"min","Minangkabau","Austronesian","Southeast-Asia",1.33936619758606,8.6953296661377,0,0.090909093618393,11,5530000,39985.29333,0
"mio","Pinotepa Nacional Mixtec","Otomanguean","Mesoamerica",1.10516381263733,6.67039108276367,0,0.428571432828903,7,20000,306.5215579,0
"miq","Mískito","Misumalpan","Mesoamerica",1.47373998165131,8.1428689956665,,0.518518507480621,9,183000,17791.90734,1
"mir","Isthmus Mixe","Mixe-Zoquean",,1.26294338703156,9.03112125396729,0,,,20000,184.3137283,0
"mit","Southern Puebla Mixtec","Otomanguean",,1.50827515125275,9.21396636962891,0,,,1330,134.8531681,0
"miy","Ayutla Mixtec","Otomanguean","Mesoamerica",,,0,0,1,8500,284.0517801,0
"miz","Coatzospan Mixtec","Otomanguean","Mesoamerica",1.43201446533203,8.10381412506104,0,0,1,5000,49.0830961,0
"mjc","San Juan Colorado Mixtec","Otomanguean","Mesoamerica",1.18454790115356,7.03953456878662,0,,,13500,235.3352333,0
"mjd","Northwest Maidu","Maiduan","California",,,0,1,9,4,263.9379284,0
"mjg","Tu","Altaic","Inner-Asia",,,0,0.424242436885834,11,152000,4163.333695,0
"mjk","Matukar","Austronesian","N-Coast-New-Guinea",,,0,1,1,430,2.43209822,0
"mjw","Karbi","Sino-Tibetan","Indic",,,0,0.649999976158142,10,492000,3643.556083,0
"mkd","Macedonian","Indo-European","Europe",1.85376143455505,9.34326362609863,,0.333333343267441,6,1790000,35061.68764,1
"mkf","Miya","Afro-Asiatic","African-Savannah",,,0,0.49230769276619,13,30000,91.72333115,0
"mkj","Mokilese","Austronesian","Oceania",,,0,0.365277767181396,18,1050,1.280423533,0
"mkn","Kupang Malay","Creole",,1.32407820224762,,0.428571432828903,,,200000,933.553949,1
"mks","Silacayoapan Mixtec","Otomanguean","Mesoamerica",1.23309171199799,7.81988620758057,0,0,1,18700,1181.424277,0
"mky","East Makian","Austronesian","Oceania",,,0,0.332936495542526,21,20000,157.5275255,0
"mkz","Makasae","Trans-New-Guinea","Oceania",,,0,0.125,8,70000,3002.872399,0
"mla","Malo","Austronesian","Oceania",,,0,0.5,1,4000,180.1763614,0
"mlh","Mape","Trans-New-Guinea",,1.54225301742554,9.92496013641357,0,,,5120,466.861154,0
"mlm","Mulam","Tai-Kadai","Southeast-Asia",,,0,0.125,2,86000,980.6493124,0
"mlp","Bargam","Trans-New-Guinea","N-Coast-New-Guinea",1.38848781585693,8.55590629577637,0,1,3,3750,64.96141286,0
"mlq","Western Maninkakan","Niger-Congo","African-Savannah",,,0,0.75,4,525300,48000.411,0
"mls","Masalit","Nilo-Saharan","African-Savannah",,,0,1,12,60900,18968.10999,0
"mlt","Maltese","Afro-Asiatic","Europe",1.84429907798767,10.029278755188,,0.487500011920929,8,300000,313.525928,1
"mlu","To'abaita","Austronesian","Oceania",,,0,0,1,12600,108.6951083,0
"mlv","Motlav","Austronesian","Oceania",,,0,0.46428570151329,7,2200,48.59142025,0
"mme","Mae","Austronesian","Oceania",,,0,0,8,1000,85.05053272,0
"mmn","Mamanwa","Austronesian","Oceania",,,0,0.16666667163372,6,5150,169.9501237,0
"mmo","Mangga Buang","Austronesian",,1.37597465515137,8.58195686340332,0,,,3000,174.5928021,0
"mmx","Madak","Austronesian",,1.24566078186035,8.5582971572876,0,,,3000,631.3306797,0
"mmy","Migaama","Afro-Asiatic","African-Savannah",,,0,1,2,20000,1319.498228,0
"mna","Mbula","Austronesian","N-Coast-New-Guinea",1.45608282089233,8.38384437561035,0,0.5,2,4500,213.4197809,0
"mnb","Muna","Austronesian","Oceania",1.52502000331879,9.95300388336182,0,0.666666686534882,12,300000,3780.761842,0
"mnc","Manchu","Altaic","Inner-Asia",,,0,0.833333313465118,6,60,27538.62758,0
"mnf","Mundani","Niger-Congo","African-Savannah",1.70929825305939,8.53621578216553,0,1,1,34000,198.5953383,0
"mnh","Mono","Niger-Congo","African-Savannah",1.30316746234894,7.40456247329712,0,,,65000,4207.024539,0
"mni","Meitei","Sino-Tibetan","Southeast-Asia",,,,0.543551564216614,24,1391000,4013.291481,1
"mnk","Mandinka","Niger-Congo","African-Savannah",1.45423316955566,7.69774389266968,,0.5,3,1346000,14872.49408,1
"mnr","Mono","Uto-Aztecan","Basin-and-Plains",,,0,0.857142865657806,7,39,566.5204842,0
"mns","Mansi","Uralic","Inner-Asia",,,0,0.657142877578735,14,2750,6841.104597,0
"mnw","Mon","Austro-Asiatic","Southeast-Asia",,,0,0.022727273404598,11,851000,19088.93982,0
"mnx","Manikion","East-Bird’s-Head-Sentani","N-Coast-New-Guinea",1.16108584403992,8.16801261901856,0,0.75,4,12000,2698.834127,0
"mnz","Moni","Trans-New-Guinea","Interior-New-Guinea",,,0,0.5,2,20000,3235.955148,0
"moc","Mocoví","Guaykuruan","SE-South-America",1.30648958683014,8.95233535766602,0,0.75,8,4530,20214.30926,0
"moe","Montagnais","Algic","E-North-America",,,0,0.625,4,8480,2013.002028,0
"mog","Mongondow","Austronesian","Oceania",1.45320546627045,8.60623264312744,0,,,900000,4783.685852,0
"moh","Mohawk","Iroquoian","E-North-America",,,0.027472527697682,0.699999988079071,10,3760,1281.045948,0
"moj","Monzombo","Niger-Congo","African-Savannah",,,0,0.5,2,12600,906.0543165,0
"mok","Morori","Trans-New-Guinea","S-New-Guinea",,,0,0.5,2,50,922.0374303,0
"mop","Mopán Maya","Mayan","Mesoamerica",1.15364098548889,7.59695911407471,0,0.5,2,11800,2247.847699,0
"mor","Moro","Niger-Congo","African-Savannah",1.550665974617,9.53400421142578,0,0.583333313465118,12,30000,1322.157306,0
"mos","Mòoré","Niger-Congo","African-Savannah",1.73427391052246,8.4966983795166,,0.625,8,5019700,67122.11797,1
"mov","Mohave","Cochimí-Yuman","Basin-and-Plains",,,0,0,1,75,735.5685798,0
"mox","Molima","Austronesian",,1.35718286037445,8.71113204956055,0,,,4010,343.7289228,0
"moz","Mukulu","Afro-Asiatic","African-Savannah",,,0,1,2,12000,331.0880638,0
"mpb","Mullukmulluk","Australian","N-Australia",,,0,0.607142865657806,7,10,3880.011211,0
"mpc","Mangarayi","Australian","N-Australia",,,0,0.65818452835083,24,50,6976.610832,0
"mpe","Majang","Nilo-Saharan","Greater-Abyssinia",,,0.013237063772976,0.857142865657806,7,15300,5571.020545,0
"mph","Maung","Australian","N-Australia",,,0,0.643633544445038,23,240,762.2346044,0
"mpj","Martu Wangka","Australian","S-Australia",,,0,0.200000002980232,1,720,100501.0031,0
"mpk","Mbara","Afro-Asiatic","African-Savannah",,,0,0.571428596973419,7,1000,353.0890673,0
"mpm","Yosondúa Mixtec","Otomanguean","Mesoamerica",1.34706175327301,7.03148555755615,0,0.08333333581686,3,5000,117.4860106,0
"mpq","Matís","Panoan","NE-South-America",,,0,0.785714268684387,7,240,14.78683134,0
"mps","Dadibi","Trans-New-Guinea","Interior-New-Guinea",1.22297179698944,7.91669273376465,0,,,10000,1442.124423,0
"mpt","Mian","Trans-New-Guinea",,1.37142312526703,9.72257518768311,0,0.699999988079071,10,1400,2055.461616,0
"mpx","Misima-Paneati","Austronesian",,1.44608688354492,8.38651752471924,0,,,18000,305.9032047,0
"mqb","Mbuko","Afro-Asiatic",,1.40887475013733,7.68824911117554,0,,,13000,67.97598258,0
"mqf","Momuna","Somahai","S-New-Guinea",,,0,1,2,2000,3534.888466,0
"mqj","Mamasa","Austronesian","Oceania",1.40542590618134,9.46701812744141,0,,,100000,2594.770615,0
"mqs","West Makian","West-Papuan","Oceania",,,0,0.518518507480621,9,12000,280.5336008,0
"mqy","Manggarai","Austronesian","Oceania",1.60299730300903,8.757248878479,0,0.16666667163372,6,500000,5319.209505,0
"mra","Mlabri","Austro-Asiatic","Southeast-Asia",,,0,0.16666667163372,2,324,591.2180982,0
"mrc","Maricopa","Cochimí-Yuman","Basin-and-Plains",,,0,0.749900817871094,24,160,275.8180361,0
"mrg","Miri","Sino-Tibetan","Indic",,,0,0.892857134342194,4.5,571000,,0
"mrh","Mara Chin","Sino-Tibetan","Southeast-Asia",,,0,0.16666667163372,6,42000,2497.622147,0
"mri","Maori","Austronesian","Oceania",1.41476881504059,7.21907520294189,0,0.194135800004005,27,60000,31775.98822,0
"mrq","North Marquesan","Austronesian","Oceania",,,0,0.200000002980232,5,3400,588.9453619,0
"mrt","Marghi Central","Afro-Asiatic","African-Savannah",,,0,0.553571403026581,14,158000,8890.997537,0
"mrw","Maranao","Austronesian","Oceania",1.45876395702362,7.77745962142944,0,,,776000,5357.106715,0
"mrz","Marind","Trans-New-Guinea","S-New-Guinea",,,0,0.603205144405365,13,7000,13986.23889,0
"msb","Masbatenyo","Austronesian",,1.53534948825836,,0.416666656732559,,,350000,3195.24645,1
"msj","Ma","Niger-Congo","S-Africa",,,0,1,3,4700,1258.299239,0
"msk","Mansaka","Austronesian",,1.26551902294159,,0,,,57800,3672.035941,0
"msm","Agusan Manobo","Austronesian",,1.39575493335724,7.93662261962891,0,,,60000,9512.800163,0
"mso","Mombum","Trans-New-Guinea","S-New-Guinea",,,0,1,1,250,712.6528578,0
"msu","Musom","Austronesian","N-Coast-New-Guinea",,,0,0.5,4,200,153.6696997,0
"msy","Aruamu","Ramu-Lower-Sepik","N-Coast-New-Guinea",1.35952365398407,9.12074756622314,0,1,2,8000,437.7950103,0
"mta","Cotabato Manobo","Austronesian",,1.28686165809631,7.66730403900147,0,,,30000,1446.293808,0
"mte","Mono","Austronesian","Oceania",,,0,0.5,4,3340,410.0474999,0
"mtg","Una","Trans-New-Guinea","Interior-New-Guinea",,,0,0.666176497936249,17,4000,2134.162592,0
"mti","Maiwa","Trans-New-Guinea",,1.58537328243256,8.81689643859863,0,,,1400,1042.722148,0
"mtj","Moskona","East-Bird’s-Head-Sentani","N-Coast-New-Guinea",1.22476434707642,7.64355278015137,0,,,8000,4421.037469,0
"mto","Totontepec Mixe","Mixe-Zoquean","Mesoamerica",1.10700368881226,8.18401527404785,0,,,5200,438.0913874,0
"mtp","Wichí Lhamtés Nocten","Matacoan",,1.30732822418213,8.5080738067627,0,,,1910,7592.232194,0
"mua","Mundang","Niger-Congo","African-Savannah",,,0,0.46428570151329,7,235700,6571.221681,0
"mug","Musgu","Afro-Asiatic","African-Savannah",,,0,0.333333343267441,9,85900,5362.383418,0
"muh","Mündü","Niger-Congo","African-Savannah",1.29311323165894,7.41847848892212,0,,,25800,4573.370124,0
"mur","Murle","Nilo-Saharan","African-Savannah",1.62148404121399,8.93308448791504,0,0.647916674613953,16,60200,14657.86788,0
"mus","Muskogee","Muskogean","E-North-America",,,0,1,5,4300,594.1901077,0
"mux","Mbo-Ung","Trans-New-Guinea",,1.23205041885376,9.16521739959717,0,,,40900,620.6722495,0
"muy","Muyang","Afro-Asiatic",,1.3885246515274,8.26951503753662,0,,,30000,117.2992807,0
"muz","Mursi","Nilo-Saharan","Greater-Abyssinia",,,0.004579741507769,0.857142865657806,7,3280,2115.515269,0
"mva","Manam","Austronesian","N-Coast-New-Guinea",1.34010899066925,8.76401233673096,0,0.529761910438538,14,7950,87.42940922,0
"mvf","Peripheral Mongolian","Altaic","Inner-Asia",,,0,1,4,3380000,991085.5113,0
"mvn","Minaveha","Austronesian","S-New-Guinea",1.34100544452667,,0,1,1,2300,83.67653447,0
"mvp","Duri","Austronesian",,1.423215508461,9.14771938323975,0,,,95000,737.0685172,0
"mwe","Mwera","Niger-Congo","S-Africa",,,0,0.96875,8,469000,15515.19956,0
"mwf","Murrinh-Patha","Australian","N-Australia",,7.83234357833862,0,0.625,2,1430,4241.105918,0
"mwm","Sar","Nilo-Saharan",,1.50958359241486,,,,,183000,8486.637932,1
"mwp","Kala Lagaw Ya","Australian","N-Australia",,,0,0.875,1,930,810.9982828,0
"mwq","Mün Chin","Sino-Tibetan",,1.25574338436127,7.44323921203613,0,,,30000,7551.776606,0
"mwv","Mentawai","Austronesian","Southeast-Asia",1.3646160364151,9.04051876068115,0,1,1,58000,6090.053089,0
"mww","Hmong Daw","Hmong-Mien","Southeast-Asia",1.25390982627869,7.7266583442688,0,0.25,1,435400,23057.27874,0
"mxb","Tezoatlán Mixtec","Otomanguean",,1.2725293636322,7.93852090835571,0,,,6200,139.1817565,0
"mxj","Miju-Mishmi","Sino-Tibetan","Indic",,,0,1,2,18200,3693.788923,0
"mxk","Monumbo","Torricelli","N-Coast-New-Guinea",,,0,0.625,2,410,20.91377819,0
"mxp","Tlahuitoltepec Mixe","Mixe-Zoquean","Mesoamerica",1.48005390167236,8.65148448944092,0,1,1,5000,194.0069799,0
"mxq","Juquila Mixe","Mixe-Zoquean",,1.50708663463593,9.02763366699219,0,,,8000,301.9677242,0
"mxt","Jamiltepec Mixtec","Otomanguean","Mesoamerica",1.29361736774445,7.34443759918213,0,0,2,10000,112.7537359,0
"mxu","Mada","Afro-Asiatic","African-Savannah",,,0,0,2,17000,50.45471439,0
"mxx","Mahou","Niger-Congo","African-Savannah",,,0,0,10,169000,8185.995387,0
"mya","Burmese","Sino-Tibetan","Southeast-Asia",1.25825178623199,,0.233232885599136,0.334474205970764,24,32300000,214756.8114,1
"myb","Mbay","Nilo-Saharan","African-Savannah",1.75561237335205,8.8430290222168,0,0.8125,8,88300,4252.731753,0
"mye","Myene","Niger-Congo","S-Africa",,,0,0,1,46700,16477.2155,0
"myk","Mamara Senoufo","Niger-Congo",,1.49732267856598,7.6906213760376,0,,,738000,15588.41384,0
"mym","Me'en","Nilo-Saharan","Greater-Abyssinia",,,0.040050856769085,0.875,8,80000,9196.881011,0
"myp","Pirahã","Muran","NE-South-America",,,0,0.522360265254974,23,360,2319.272881,0
"myu","Mundurukú","Tupian","NE-South-America",1.45191967487335,9.10785961151123,0,0.75,3,10100,43579.63386,0
"myv","Erzya","Uralic","Inner-Asia",1.75850284099579,10.6491355895996,0,0.899999976158142,10,614000,8190.950044,0
"myw","Muyuw","Austronesian","S-New-Guinea",1.5206264257431,9.65319633483887,0,,,6000,955.3225659,0
"myx","Masaba","Niger-Congo",,1.50493514537811,10.150933265686,0,,,1120000,2028.565637,0
"myy","Macuna","Tucanoan","NE-South-America",1.27068316936493,8.96871089935303,0,,,1110,2414.365443,0
"mzb","Tumzabt","Afro-Asiatic","N-Africa",,,0,1,1,70000,8713.581976,0
"mzh","Wichí Lhamtés Güisnay","Matacoan",,1.43044519424438,8.60434532165527,0,0.446428567171097,25,15000,11392.03843,0
"mzk","Nigeria Mambila","Niger-Congo","African-Savannah",1.47029399871826,7.66921186447144,0,,,99000,1774.542644,0
"mzl","Mazatlán Mixe","Mixe-Zoquean",,1.19073677062988,8.43871212005615,0,,,19200,1052.529345,0
"mzm","Mumuye","Niger-Congo","African-Savannah",1.29309213161469,7.10595512390137,0,0.143939390778542,11,400000,6160.457892,0
"mzn","Mazanderani","Indo-European","Greater-Mesopotamia",,,0,0.5,2,3270000,25547.26628,0
"mzp","Movima","Language-isolate","NE-South-America",,,0,0.333333343267441,3,1450,2962.07221,0
"mzw","Deg","Niger-Congo",,1.65374767780304,7.90597057342529,0,,,26400,2760.357291,0
"mzz","Maiadomu","Austronesian",,1.38402593135834,9.06575393676758,0,,,730,131.1697095,0
"nab","Southern Nambikuára","Nambiquaran","NE-South-America",0.990492224693298,11.7479677200317,0,0.871428549289703,10,1150,21524.73062,0
"naf","Nabak","Trans-New-Guinea","N-Coast-New-Guinea",1.46864235401154,9.8667459487915,0,0.740740716457367,9,16000,357.5131503,0
"nag","Naga Pidgin","Creole","Southeast-Asia",,,,0.5,1,30000,435.1239834,1
"nak","Nakanai","Austronesian","N-Coast-New-Guinea",1.1481226682663,7.41080141067505,0,0.493055552244186,12,13000,1169.736819,0
"nal","Nalik","Austronesian","N-Coast-New-Guinea",,,0,0,2,5140,287.8485135,0
"nam","Nangikurrunggurr","Australian","N-Australia",,,0,0.899999976158142,3.5,220,10857.40558,0
"nan","Min Nan Chinese","Sino-Tibetan","Southeast-Asia",1.58246624469757,8.6450252532959,,,,40700000,83308.79709,1
"naq","Nama","Khoisan","S-Africa",1.67933797836304,8.73351192474365,0,0.396031737327576,24,251100,139925.7656,0
"nas","Naasioi","South-Bougainville","Oceania",1.41833603382111,10.3470678329468,0,0.714285731315613,7,20000,894.2270391,0
"nau","Nauruan","Austronesian","Oceania",,,0.097087375819683,1,1,6000,18.26055485,1
"nav","Navajo","Eyak-Athabaskan","Basin-and-Plains",,,0,0.506578922271729,19,149000,59896.65411,0
"nbc","Chang Naga","Sino-Tibetan","Southeast-Asia",,,0,0.666666686534882,9,60900,212.4571863,0
"nbi","Mao Naga","Sino-Tibetan","Southeast-Asia",,,0,0.535714268684387,7,81000,716.230325,0
"nbj","Ngarinman","Australian","N-Australia",,,0,0.75,4,170,18233.97352,0
"nbl","Ndebele","Niger-Congo","S-Africa",1.70995903015137,11.690637588501,0.562249004840851,0.699999988079071,10,640000,1774.355943,1
"nbm","Ngbaka Ma'bo","Niger-Congo","S-Africa",,,0,0.375,2,99000,8107.43937,0
"nbq","Nggem","Trans-New-Guinea",,1.27350461483002,8.93875217437744,0,,,4400,1036.113438,0
"nca","Iyo","Trans-New-Guinea","N-Coast-New-Guinea",1.38269877433777,9.1484317779541,0,,,6900,474.3741083,0
"ncb","Central Nicobarese","Austro-Asiatic","Southeast-Asia",,,0,0.333333343267441,3,10100,360.1339473,0
"nce","Yale","Language-isolate","N-Coast-New-Guinea",,,0,0.833333313465118,6,600,480.9869968,0
