ISO,Language,Family,Area,H,H_unigram,L2prop,MC,NumChap,Population,Rangesize,vehicularity,ethnologue_L2_users,used_as_L2_by,notes,NOTA BENE! Remember to use Ethnologue version 20 (the 2017 version)!,,,
bam,Bamanankan,Niger-Congo,African-Savannah,1.534713864,7.732859135,0.7094019651,0.4647435844,13,2772040,138520.6738,1,TRUE,"Used as L2 by Bamako Sign Language [bog], Bankagooma [bxw], Bunoge Dogon [dgb], Duungooma [dux], Jenaama Bozo [bze], Jowulu [jow], Kagoro [xkg], Kelengaxo Bozo [bzx], Konabéré [bbo], Koyra Chiini Songhay [khq], Koyraboro Senni Songhay [ses], Maasina Fulfulde [ffm], Mamara Sénoufo [myk], Soninke [snk], Supyire Sénoufo [spp], Syenara Sénoufo [shz], Tieyaxo Bozo [boz].",,,,,
ban,Bali,Austronesian,Southeast-Asia,1.416925788,9.492301941,0,0.5,4,3330000,5888.946126,0,FALSE,Used as L2 by Kata Kolok [bqy].,,,,,
bao,Waimaha,Tucanoan,NE-South-America,1.328104019,8.886098862,0,,,700,2618.481947,0,FALSE,Used as L2 by Tuyuca [tue].,,,,,
bar,Bavarian,Indo-European,Europe,1.909125447,9.157124519,0,,,250000,,0,FALSE,no information,,,,,
bas,Basaa,Niger-Congo,African-Savannah,,,0,0.5,2,230000,16076.92329,0,FALSE,"Used as L2 by Bati [btc], Gyele [gyi], Hijuk [hij], Mbule [mlb], Nubaca [baf].",,,,,
bav,Vengo,Niger-Congo,African-Savannah,1.488094687,7.955605507,0,0.3939394057,11,27000,191.845107,0,FALSE,no information,,,,,
baw,Bambili-Bambui,Niger-Congo,African-Savannah,,,0,0.3333333433,3,10000,61.4451976,0,FALSE,no information,,,,,
bba,Baatonum,Niger-Congo,African-Savannah,1.666523218,8.479182243,,,,560000,33159.01732,1,FALSE,"Used as L2 by Boko [bqc], Ditammari [tbz], Mokole [mkl], Nateni [ntm], Waama [wwa], Yom [pil].",,,,,
bbb,Barai,Trans-New-Guinea,S-New-Guinea,1.338248134,8.570631981,0,0.694444418,9,800,991.4269014,0,FALSE,no information,,,,,
bbc,Batak Toba,Austronesian,Southeast-Asia,1.582448721,8.305621147,0,0.2222222239,9,2000000,15797.85027,0,FALSE,no information,,,,,
bbd,Bau,Trans-New-Guinea,N-Coast-New-Guinea,,,0,1,2,3060,40.19750055,0,FALSE,no information,,,,,
bbl,Bats,North-Caucasian,Greater-Mesopotamia,,,0,0.625,8,3420,206.8156691,0,FALSE,no information,,,,,
bbo,Northern Bobo Madaré,Niger-Congo,African-Savannah,,,0,0.5,2,60000,3942.128595,0,FALSE,no information,,,,,
bbr,Girawa,Trans-New-Guinea,,1.360781908,8.586091042,0,,,4000,363.910098,0,FALSE,no information,,,,,
bca,Central Bai,Sino-Tibetan,Southeast-Asia,,,0,0,6,800000,21201.16055,0,FALSE,"Used as L2 by Lisu [lis], Naxi [nxq], Northern Pumi [pmi], Southern Pumi [pmj], Zaiwa [atb], Zauzou [zal].",,,,,
bch,Bariai,Austronesian,N-Coast-New-Guinea,1.320890903,7.98264122,0,,,1380,79.81677152,0,FALSE,"Used as L2 by Amara [aie], Anem [anz].",,,,,
bci,Baoulé,Niger-Congo,African-Savannah,,,0,0.5,2,2130000,28826.43896,0,FALSE,"Used as L2 by Abidji [abi], Attié [ati], Beng [nhb], Krobu [kxb], Yaouré [yre].",,,,,
bck,Bunaba,Australian,N-Australia,,,0,1,3,160,4678.007021,0,FALSE,no information,,,,,
bcl,Central Bicolano,Austronesian,,1.460368514,8.415899277,,0.3333333433,6,2500000,7138.190112,1,FALSE,"Used as L2 by Inabaknon [abx], Isarog Agta [agk], Northern Sorsoganon [bks], Rinconada Bikol [bto], Southern Sorsoganon [srv].",,,,,
bcm,Bannoni,Austronesian,Oceania,,,0,0.4285714328,7,1000,444.9391766,0,FALSE,no information,,,,,
bco,Kaluli,Trans-New-Guinea,Interior-New-Guinea,,9.581246376,0,1,2,2500,598.9545337,0,FALSE,"Used as L2 by Aimele [ail], Onobasulu [onn], Sonia [siq].",,,,,
bcq,Bench,Afro-Asiatic,Greater-Abyssinia,,,0.06098219007,0.75,9,174000,1890.861495,0,TRUE,Used as L2 by Sheko [she].,,,,,
bcw,Bana,Afro-Asiatic,African-Savannah,1.421601057,8.222483635,0,,,23000,321.6281088,0,FALSE,no information,,,,,
bdd,Bunama,Austronesian,,1.409860969,9.150147438,0,,,4000,219.5208946,0,FALSE,no information,,,,,
bdh,Baka,Nilo-Saharan,African-Savannah,,,0,0.200000003,5,26300,3762.508119,0,FALSE,"Used as L2 by Avokaya [avu], Mündü [muh].",,,,,
bdk,Budukh,North-Caucasian,Greater-Mesopotamia,,,0,0.5,2,1000,26.26581955,0,FALSE,no information,,,,,
bdl,Indonesian Bajau,Austronesian,Oceania,,,0,0.5,4,150000,73.3004075,0,FALSE,no information,,,,,
bdm,Buduma,Afro-Asiatic,African-Savannah,,,0,0.6666666865,9,54800,14083.73638,0,FALSE,no information,,,,,
bdr,West Coast Bajau,Austronesian,Southeast-Asia,,,0,0.125,8,55000,1053.871573,0,FALSE,"Used as L2 by Brunei [kxd], Bugis [bug], Iranun [ilm], Kadazan Dusun [dtp], Lotud [dtr], Mapun [sjm], Papar [dpp], Southern Sama [ssb].",,,,,
bds,Burunge,Afro-Asiatic,S-Africa,,,0,0.7407407165,9,13000,1860.021871,0,FALSE,no information,,,,,
bdu,Oroko,Niger-Congo,African-Savannah,,,0,1,4,106000,5174.897537,0,FALSE,no information,,,,,
bdy,Bandjalang,Australian,S-Australia,,,0,0.9270833135,5,10,5141.31093,0,FALSE,no information,,,,,
bea,Beaver,Eyak-Athabaskan,E-North-America,1.693517923,9.599819183,0,,,300,1842.500838,0,FALSE,no information,450 semi-speakers,,,,
bee,Byangsi,Sino-Tibetan,Indic,,,0.02071005851,0.5666666627,10,1730,162.054006,0,TRUE,no information,,,,,
bef,Benabena,Trans-New-Guinea,Interior-New-Guinea,1.384906173,9.662619591,0,0,1,45000,748.8915979,0,FALSE,Used as L2 by Abaga [abg].,,,,,
bej,Bedawi,Afro-Asiatic,N-Africa,,,0,0.6698095202,25,1109000,283589.7984,0,FALSE,no information,,,,,
bel,Belarusan,Indo-European,Inner-Asia,,,,0.75,4,6720000,207604.6622,1,FALSE,no information,,,,,
bem,Bemba,Niger-Congo,S-Africa,1.614843965,9.66797924,,,,3600000,122798.0485,1,FALSE,no information,,,,,
ben,Bengali,Indo-European,Indic,1.734662533,9.909982681,0.07342854142,0.5,5,180623600,201287.6053,1,TRUE,no information,,,,,
bev,Daloa Bété,Niger-Congo,,,,0,0,1,130000,2004.354302,0,FALSE,no information,,,,,
bex,Jur Modo,Nilo-Saharan,African-Savannah,1.45739162,7.882624626,0,0.1111111119,9,100000,4303.638162,0,FALSE,Used as L2 by Mo’da [gbn].,,,,,
bfa,Bari,Nilo-Saharan,African-Savannah,,,0.267175585,0.4930555522,7,480000,27818.79416,1,TRUE,"Used as L2 by Kakwa [keo], Keliko [kbo], Ma’di [mhi], Mandari [mqu], Olu’bo [lul].",,,,,
bfd,Bafut,Niger-Congo,African-Savannah,1.678186059,8.627350807,0,,,105000,149.5092667,0,FALSE,Used as L2 by Ngemba [nge].,,,,,
bfo,Malba Birifor,Niger-Congo,,1.602519155,6.966567039,0,,,108000,3179.718062,0,FALSE,no information,,,,,
bft,Balti,Sino-Tibetan,Indic,,,0,0.6666666865,6,270000,4210.016043,0,FALSE,no information,,,,,
bfw,Bondo,Austro-Asiatic,,,,0,0.6969696879,11,9000,456.2079837,0,FALSE,no information,,,,,
bgp,Eastern Balochi,Indo-European,,,,0,0.5833333135,3,1800000,57314.92058,0,FALSE,no information,"Ethnologue says there are L2 speakers, but no numerical estimate is given",,,,
bgr,Bawm Chin,Sino-Tibetan,Indic,1.399070621,7.653952122,0,0.2308333367,20,21520,2963.474897,0,FALSE,Used as L2 by Pankhu [pkh].,,,,,
bgs,Tagabawa,Austronesian,,1.192088485,7.712948322,0,,,43000,240.6222323,0,FALSE,Used as L2 by Obo Manobo [obo].,,,,,
bgz,Banggai,Austronesian,Oceania,1.458109021,9.120099068,0,,,125000,3025.952542,0,FALSE,no information,,,,,
bhg,Binandere,Trans-New-Guinea,S-New-Guinea,1.332276225,8.691514969,0,0.571428597,7,7000,3056.617449,0,FALSE,no information,,,,,
bhl,Bimin,Trans-New-Guinea,,1.145519137,8.789025307,0,,,2250,1045.199434,0,FALSE,no information,,,,,
bho,Bhojpuri,Indo-European,Indic,,,0.004039863124,0.6666666865,6,38210000,43331.48831,0,TRUE,Used as L2 by Maithili [mai].,,,,,
bhp,Bima,Austronesian,Southeast-Asia,1.39310348,8.764798164,0,,,500000,7033.888943,0,FALSE,no information,,,,,
bhq,Tukang Besi South,Austronesian,Oceania,,,0,0.4094780087,26,130000,114.827674,0,FALSE,Used as L2 by Kumbewaha [xks].,,,,,
bhw,Biak,Austronesian,N-Coast-New-Guinea,,,0,0.400000006,10,30000,4000.22992,0,FALSE,no information,,,,,
bia,Badimaya,Australian,S-Australia,,,0,0.6666666865,3,20,12152.25096,0,FALSE,no information,only 3 speakers left,,,,
bib,Bissa,Niger-Congo,African-Savannah,1.511109352,7.281311512,0,1,1,582000,6842.242348,0,FALSE,no information,,,,,
bid,Bidiyo,Afro-Asiatic,African-Savannah,,,0,1,2,14000,1387.862475,0,FALSE,no information,,,,,
big,Biangai,Trans-New-Guinea,,1.227683187,9.289704323,0,,,1400,606.7515643,0,FALSE,no information,,,,,
bim,Bimoba,Niger-Congo,African-Savannah,1.61141777,8.047510147,0,0.3333333433,6,120000,1100.724315,0,FALSE,Used as L2 by Mampruli [maw].,,,,,
bin,Edo,Niger-Congo,African-Savannah,,,0,0,3,1000000,8004.686373,0,FALSE,no information,,,,,
bio,Nai,Kwomtari,N-Coast-New-Guinea,,,0,0.8333333135,6,600,167.1770167,0,FALSE,no information,,,,,
bip,Bila,Niger-Congo,,,,0,1,3,40000,8291.846393,0,FALSE,no information,,,,,
bis,Bislama,Creole,Oceania,1.169858336,6.687243462,,1,1,1200,13.98636353,1,FALSE,no information,,,,,
biv,Southern Birifor,Niger-Congo,,1.602203608,7.373327732,0,,,129310,3307.146488,0,FALSE,no information,,,,,
bjr,Binumarien,Trans-New-Guinea,Interior-New-Guinea,1.442408442,10.50498962,0,,,360,18.73887269,0,FALSE,Used as L2 by Kambaira [kyy].,,,,,
bjt,Balanta-Ganja,Niger-Congo,African-Savannah,,,0,0.6666666865,3,82800,882.1936304,0,FALSE,no information,,,,,
bjv,Bedjond,Nilo-Saharan,,1.565647364,7.765275478,0,,,36000,3251.60868,0,FALSE,no information,,,,,
bkc,Baka,Niger-Congo,African-Savannah,,,0,0.5333333611,5,43200,54659.37962,0,FALSE,no information,,,,,
bkd,Binukid,Austronesian,Oceania,1.343809962,7.770796299,0,,,100000,6239.938771,0,FALSE,no information,,,,,
bkk,Brokskat,Indo-European,Indic,,,0,0.5833333135,2,10000,681.4254494,0,FALSE,no information,,,,,
bkl,Berik,Tor-Kwerba,N-Coast-New-Guinea,,,0,0.25,1,1200,1312.235849,0,FALSE,Used as L2 by Mander [mqr].,,,,,
bkq,Bakairí,Cariban,NE-South-America,1.451139569,9.74552536,0,,,950,2126.01884,0,FALSE,no information,,,,,
bku,Buhid,Austronesian,,1.415965796,8.754765511,0,,,8000,1148.480156,0,FALSE,no information,,,,,
bkv,Bekwarra,Niger-Congo,,1.370458245,8.205433846,0,,,100000,285.3555037,0,FALSE,"Used as L2 by Utugwang-Irungene-Afrike [afe], Yace [ekr].",,,,,
bla,Blackfoot,Algic,Basin-and-Plains,,,0,0.9090909362,11,4600,11357.57021,0,FALSE,no information,,,,,
blb,Bilua,Central-Solomons,Oceania,,,0,0.5,8,8740,695.0029128,0,FALSE,no information,,,,,
blc,Bella Coola,Salish,Alaska-Oregon,,,0,0.6999999881,10,20,45.76502052,0,FALSE,no information,"population of only 17, but 510 semi-speakers",,,,
blh,Kuwaa,Niger-Congo,,1.538666248,8.297850609,0,,,12800,1090.64392,0,FALSE,no information,,,,,
bli,Bolia,Niger-Congo,S-Africa,,,0,1,2,100000,5138.853284,0,FALSE,no information,,,,,
blw,Balangao,Austronesian,Oceania,1.284783363,8.210402489,0,1,2,21300,399.358446,0,FALSE,no information,,,,,
blz,Balantak,Austronesian,Oceania,1.424456716,8.556556702,0.03225806355,,,30000,986.3720059,0,TRUE,"Used as L2 by Andio [bzb], Bugis [bug], Gorontalo [gor], Indonesian Bajau [bdl].",,,,,
bmb,Bembe,Niger-Congo,,1.538498402,9.233809471,0,,,252000,10079.99161,0,FALSE,no information,,,,,
bmh,Kein,Trans-New-Guinea,,1.334410429,8.403889656,0,,,1750,77.95001115,0,FALSE,no information,Language Use section reads as if this is mainly a L2 language?,,,,
bmi,Bagirmi,Nilo-Saharan,African-Savannah,,,,0.4225237966,25,44800,26017.54081,1,FALSE,"Used as L2 by Boor [bvf], Gadang [gdk], Kwang [kvi], Miltu [mlj], Sarua [swy].",,,,,
bmk,Ghayavi,Austronesian,,1.450573206,8.616472244,0,,,2810,95.17839465,0,FALSE,no information,,,,,
bmq,Bomu,Niger-Congo,,1.658661962,7.835965157,0,,,158000,7775.378398,0,FALSE,Used as L2 by Konabéré [bbo].,,,,,
bmr,Muinane,Witotoan,NE-South-America,1.510131001,10.86393833,0,1,7,150,2688.378542,0,FALSE,Used as L2 by Nonuya [noj].,,,,,
bmu,Burum-Mindik,Trans-New-Guinea,N-Coast-New-Guinea,1.512812495,10.31370449,0,1,4,8250,686.0349624,0,FALSE,no information,,,,,
bng,Benga,Niger-Congo,S-Africa,,,0,1,1,4100,324.9356386,0,FALSE,no information,,,,,
bni,Bangi,Niger-Congo,S-Africa,,,0,1,2,111300,2676.46017,0,FALSE,no information,,,,,
bnj,Eastern Tawbuid,Austronesian,,1.308129907,7.902589798,0,,,7190,613.4548376,0,FALSE,no information,,,,,
bnp,Bola,Austronesian,,1.296390295,7.36079216,0,,,13700,801.8440446,0,FALSE,Used as L2 by Bulu [bjl].,,,,,
boa,Bora,Witotoan,NE-South-America,1.500732541,10.85137558,0,1,1,3390,6489.536129,0,FALSE,"Used as L2 by Murui Huitoto [huu], Ocaina [oca], Resígaro [rgr].",,,,,
bod,Central Tibetan,Sino-Tibetan,Inner-Asia,,,,0.6598072648,3,1269080,445099.2712,1,FALSE,"Used as L2 by Boga’er Luoba [adi], Cuona Monba [twm], Darang Deng [mhu], Geman Deng [mxj], Horpa [ero], Jiarong [jya], Kangjia [kxs], Lisu [lis], Namuyi [nmy], Naxi [nxq], Northern Pumi [pmi], Northern Qiang [cng], Salar [slr], Shixing [sxg], Southern Pumi [pmj], Tshangla [tsj], Tu [mjg], Yidu Luoba [clk].",,,,,
boj,Anjam,Trans-New-Guinea,,1.204917669,8.370293617,0,,,2020,45.43480577,0,FALSE,no information,,,,,
bol,Bole,Afro-Asiatic,African-Savannah,,,0,1,1,100000,10316.82879,0,FALSE,Used as L2 by Hõne [juh].,,,,,
bom,Berom,Niger-Congo,African-Savannah,,,0,0.3863636255,11,300000,1303.663283,0,FALSE,Used as L2 by Cen [cen].,,,,,
bon,Bine,Eastern-Trans-Fly,,1.292575836,8.395815849,0,,,2000,562.9579206,0,FALSE,no information,,,,,
bor,Borôro,Bororoan,NE-South-America,,,0,0.8571428657,11,1020,16618.02995,0,FALSE,no information,"""most children learn bororo as L1"" --> some children L2 speakers?",,,,
bot,Bongo,Nilo-Saharan,African-Savannah,,,0,0.571428597,7,10100,1136.141128,0,FALSE,no information,,,,,
box,Buamu,Niger-Congo,,1.549203992,7.696903229,0,,,186000,16024.80677,0,FALSE,no information,,,,,
boz,Tiéyaxo Bozo,Niger-Congo,African-Savannah,,,0,0.6666666865,1,118000,1613.674019,0,FALSE,no information,,,,,
bpr,Koronadal Blaan,Austronesian,Oceania,1.41566658,7.807515144,0,,,150000,2289.104788,0,FALSE,no information,,,,,
bps,Sarangani Blaan,Austronesian,,1.538349628,7.979220867,0,,,90800,2060.912317,0,FALSE,no information,,,,,
bpu,Bongu,Trans-New-Guinea,N-Coast-New-Guinea,,,0,0.5833333135,3,850,27.64259215,0,FALSE,no information,,,,,
bqc,Boko,Niger-Congo,African-Savannah,1.952583551,9.427539825,0,,,110000,10343.88336,0,FALSE,Used as L2 by Mokole [mkl].,,,,,
bqp,Busa,Niger-Congo,African-Savannah,1.798495531,8.794865608,0,0.3333333433,3,40000,2364.994787,0,FALSE,no information,,,,,
bre,Breton,Indo-European,Europe,1.651349068,8.823375702,0,0.6363636255,11,500000,12504.16169,0,FALSE,no information,,,,,
brg,Baure,Maipurean,NE-South-America,,,0,0.555555582,9,13,119.7231311,0,FALSE,no information,,,,,
brh,Brahui,Dravidian,Indic,,,0,0.7459325194,24,2200000,92379.9524,0,FALSE,no information,,,,,
bri,Mokpwe,Niger-Congo,African-Savannah,,,0,1,4,32200,719.1775734,0,FALSE,Used as L2 by Isu [szv].,,,,,
brm,Barambu,Niger-Congo,S-Africa,,,0,0.7142857313,7,25600,8078.440311,0,FALSE,no information,,,,,
bru,Eastern Bru,Austro-Asiatic,Southeast-Asia,1.450571537,7.789180279,0,,,124600,7064.955721,0,FALSE,Used as L2 by Arem [aem].,,,,,
brx,Bodo,Sino-Tibetan,Indic,,,0,0.7142857313,7,1543300,1528.566455,0,FALSE,Used as L2 by Koch [kdq].,,,,,
bsc,Bassari,Niger-Congo,African-Savannah,,,0,1,1,21900,3486.607556,0,FALSE,no information,Name of language is different on Ethnologue? --> Oniyan instead of Bassari,,,,
bsh,Kati,Indo-European,Inner-Asia,,,0,0,1,19400,6916.887491,0,FALSE,no information,,,,,
bsk,Burushaski,Language-isolate,Indic,,,0,0.7835813761,24,87000,1675.924064,0,FALSE,"Used as L2 by Domaaki [dmk], Khowar [khw], Wakhi [wbl].",,,,,
bsn,Barasana,Tucanoan,NE-South-America,1.224274635,9.132883072,0,0.574816823,26,1890,3118.717002,0,FALSE,Used as L2 by Waimaha [bao].,,,,,
bss,Akoose,Niger-Congo,,1.716211677,9.744632721,0,,,100000,1643.188594,0,FALSE,no information,,,,,
bsw,Baiso,Afro-Asiatic,Greater-Abyssinia,,,0,0.400000006,1,1010,28.37024965,0,FALSE,no information,,,,,
btd,Batak Dairi,Austronesian,,1.60149467,8.696290016,0,,,1200000,3045.582333,0,FALSE,no information,,,,,
bth,Biatah,Austronesian,Southeast-Asia,1.530543447,8.279865265,0,,,72380,1052.893904,0,FALSE,no information,,,,,
bto,Iriga Bicolano,Austronesian,,1.584630728,8.314465523,0,,,234000,571.281046,0,FALSE,no information,,,,,
bts,Batak Simalungun,Austronesian,,1.548294902,8.333543777,0,,,1200000,3535.447698,0,FALSE,no information,,,,,
btt,Bete-Bendi,Niger-Congo,,1.445052862,7.984585762,0,,,36800,278.2482262,0,FALSE,Used as L2 by Obanliku [bzy].,,,,,
btx,Batak Karo,Austronesian,Southeast-Asia,1.552117944,8.715682983,0,0.4870833457,20,600000,8614.805482,0,FALSE,no information,,,,,
bud,Ntcham,Niger-Congo,African-Savannah,1.700044513,8.967776299,0,1,3,157000,2355.395956,0,FALSE,"Used as L2 by Akaselem [aks], Konkomba [xon].",,,,,
buf,Bushoong,Niger-Congo,S-Africa,,,0,0.8333333135,6,155000,20428.54248,0,FALSE,no information,,,,,
bug,Bugis,Austronesian,Oceania,1.478085995,9.684048653,0.09061582386,,,3500000,21048.92764,1,TRUE,"Used as L2 by Kodeoha [vko], Lemolang [ley], Moronene [mqn], Rahambuu [raz], Selayar [sly], Wotu [wtw].",,,,,
buh,Younuo Bunu,Hmong-Mien,,,,0,0,6,9720,490.83812,0,FALSE,no information,,,,,
buk,Bugawac,Austronesian,,1.503435373,7.902667046,0,,,9690,1013.329802,0,FALSE,no information,,,,,
bul,Bulgarian,Indo-European,Europe,1.853803515,9.314760208,,0.4765625,16,8775000,101895.8359,1,FALSE,no information,,,,,
bum,Bulu,Niger-Congo,African-Savannah,1.685041189,8.143332481,0.4825090468,0.5,2,858000,49898.42599,1,TRUE,"Used as L2 by Batanga [bnm], Elip [ekm], Gyele [gyi], Kol [biw], Kwasio [nmg], Mmaala [mmu], Swo [sox], Yangben [yav], Yasa [yko].",,,,,
buo,Terei,South-Bougainville,Oceania,,,0,0.8333333135,6,26500,968.2535306,0,FALSE,no information,,,,,
bus,Bokobaru,Niger-Congo,,1.784294248,8.900195122,0,,,30000,4330.027278,0,FALSE,no information,,,,,
buu,Budu,Niger-Congo,S-Africa,,,0,0.4285714328,7,180000,6292.578018,0,FALSE,Used as L2 by Lika [lik].,,,,,
bvr,Burarra,Australian,N-Australia,1.1046803,8.896809578,0,0.8333333135,6,700,4056.718397,0,FALSE,"Used as L2 by Djinang [dji], Guragone [gge], Yan-nhangu [jay].",,,,,
bvx,Dibole,Niger-Congo,S-Africa,,,0,1,3,4000,2196.275472,0,FALSE,no information,,,,,
bvz,Bauzi,East-Geelvink-Bay,Interior-New-Guinea,1.130000353,8.553894997,0,0.5625,4,1500,8408.767196,0,FALSE,Used as L2 by Eritai [ert].,,,,,
bwe,Bwe Karen,Sino-Tibetan,Southeast-Asia,,,0,0.2857142985,7,15700,734.5833727,0,FALSE,no information,,,,,
bwi,Baniwa,Maipurean,NE-South-America,,,0,0,1,6070,9693.936495,0,FALSE,no information,,,,,
bwq,Southern Bobo Madaré,Niger-Congo,,1.481843472,7.489216328,0,,,312000,8571.084698,0,FALSE,no information,,,,,
bwu,Buli,Niger-Congo,African-Savannah,1.335174441,7.231381416,0,,,150000,2238.505334,0,FALSE,Used as L2 by Kantosi [xkt].,,,,,
bxh,Buhutu,Austronesian,,1.477261662,8.577644348,0,,,1350,1254.639476,0,FALSE,"Used as L2 by Haigwai [hgw], Kakabai [kqf], Suau [swp], Wagawaga [wgb].",,,,,
bxk,Bukusu,Niger-Congo,S-Africa,,,0,0.75,1,565000,2964.493939,0,FALSE,Used as L2 by Sabaot [spy].,"Language name different on Ethnologue? --> ""Lubukusu""",,,,
bxm,Mongolia Buriat,Altaic,,,,0,0.881944418,12,64900,90670.14735,0,FALSE,no information,,,,,
bxr,Russia Buriat,Altaic,,1.701902509,11.25463486,0,,,369000,114292.129,0,FALSE,Used as L2 by Evenki [evn].,,,,,
byn,Bilen,Afro-Asiatic,Greater-Abyssinia,,,0,1,6,91000,1449.706207,0,FALSE,no information,,,,,
byr,Baruya,Trans-New-Guinea,Interior-New-Guinea,1.512701154,10.27598,0,1,5,6600,589.6530543,0,FALSE,no information,,,,,
byw,Belhariya,Sino-Tibetan,Indic,,,0,0.865476191,10,500,44.18659028,0,FALSE,no information,,,,,
byx,Qaqet,East-New-Britain,N-Coast-New-Guinea,1.259543538,7.569926262,0,0.75,3,6350,1617.282129,0,FALSE,no information,,,,,
bzd,Bribri,Chibchan,Mesoamerica,1.527746081,8.390582085,0,0.4916666746,10,11000,1193.644542,0,FALSE,no information,,,,,
bzf,Boikin,Sepik,N-Coast-New-Guinea,,,0,1,2,31300,2253.527533,0,FALSE,no information,,,,,
bzh,Mapos Buang,Austronesian,,1.534634113,8.429376602,0,,,10500,117.0490955,0,FALSE,no information,,,,,
bzj,Belize Kriol English,Creole,,1.581341028,7.789723873,,,,70000,4615.977657,1,FALSE,"Used as L2 by Garifuna [cab], Plautdietsch [pdt].",,,,,
bzq,Buli,Austronesian,Oceania,,,0,0.4166666567,3,2520,1062.597147,0,FALSE,Used as L2 by Sawai [szw].,,,,,
caa,Chortí,Mayan,Mesoamerica,1.23084414,7.802179813,0,1,1,30010,841.8644009,0,FALSE,no information,,,,,
cab,Garifuna,Maipurean,Mesoamerica,1.481987596,9.656996727,0,0.694444418,9,130800,2363.271092,0,FALSE,no information,,,,,
cac,San Sebastián Coatán Chuj,Mayan,Mesoamerica,1.334942102,8.101395607,0,,,19500,277.2050702,0,FALSE,no information,,,,,
caf,Southern Carrier,Eyak-Athabaskan,,1.507139921,9.27907753,0,,,500,329.0002874,0,FALSE,no information,,,,,
cak,Central Cakchiquel,Mayan,,1.323846221,7.942268848,0,,,132000,1061.475284,0,FALSE,Used as L2 by K’iche’ [quc].,,,,,
cam,Cemuhî,Austronesian,Oceania,,,0,0.1111111119,9,2050,530.3221157,0,FALSE,no information,,,,,
can,Chambri,Ramu-Lower-Sepik,N-Coast-New-Guinea,,,0,1,2,1700,180.0302984,0,FALSE,no information,,,,,
cao,Chácobo,Panoan,NE-South-America,1.350582719,8.378961563,0,0.6153846383,13,550,900.0032885,0,FALSE,no information,,,,,
cap,Chipaya,Chipaya-Uru,Andean,1.33860302,10.0996809,0,0.6666666865,6,1200,2113.937362,0,FALSE,no information,,,,,
caq,Car Nicobarese,Austro-Asiatic,Southeast-Asia,,,,0.289495796,17,37000,125.3331492,1,FALSE,no information,,,,,
car,Carib,Cariban,NE-South-America,1.329801559,9.21429348,0,0.6024509668,17,7430,42506.85377,0,FALSE,no information,,,,,
cas,Tsimané,Mosetenan,NE-South-America,1.459342003,8.597586632,0,0.7476190329,7,5320,1901.868065,0,FALSE,no information,,,,,
cat,Catalan-Valencian-Balear,Indo-European,Europe,1.821865559,9.137113571,0.5564306974,0.234375,8,11351000,54965.02623,1,TRUE,Used as L2 by Aranese Gascon [oci].,,,,,
cav,Cavineña,Tacanan,NE-South-America,1.298297882,9.436302185,0,0.8888888955,3,1180,4164.112663,0,FALSE,no information,,,,,
cax,Chiquitano,Language-isolate,NE-South-America,1.394480467,9.44640255,0,1,4,5860,130039.8514,0,FALSE,no information,,,,,
cbc,Carapana,Tucanoan,NE-South-America,1.271092653,9.117486954,0,1,7,650,1183.226307,0,FALSE,Used as L2 by Waimaha [bao].,,,,,
cbi,Chachi,Barbacoan,Andean,1.461843371,10.38272858,0,0.7142857313,7,9500,1187.213216,0,FALSE,no information,,,,,
